date,city,country,temperature,humidity,pressure,wind_speed,wind_direction,weather_type,weather_description,day_of_week,month
2025-01-29,Delhi,India,16.6,63,989.2,7.2,117,Clear,Clear sky,Wednesday,January
2025-01-30,Delhi,India,17.7,66,986.2,5.8,139,Clear,Clear sky,Thursday,January
2025-01-31,Delhi,India,18.8,65,985.8,4.2,147,Cloudy,Overcast,Friday,January
2025-02-01,Delhi,India,19.1,63,988.0,6.5,109,Cloudy,Overcast,Saturday,February
2025-02-02,Delhi,India,17.9,70,990.3,7.1,318,Cloudy,Partly cloudy,Sunday,February
2025-02-03,Delhi,India,16.4,66,989.5,5.1,322,Rain,Slight rain,Monday,February
2025-02-04,Delhi,India,17.6,70,989.5,3.7,100,Drizzle,Moderate drizzle,Tuesday,February
2025-02-05,Delhi,India,16.2,68,990.4,7.1,303,Drizzle,Light drizzle,Wednesday,February
2025-02-06,Delhi,India,15.9,51,991.9,11.9,317,Cloudy,Partly cloudy,Thursday,February
2025-02-07,Delhi,India,15.3,52,991.6,12.8,293,Cloudy,Partly cloudy,Friday,February
2025-02-08,Delhi,India,16.7,52,990.4,10.0,292,Cloudy,Overcast,Saturday,February
2025-02-09,Delhi,India,17.8,59,989.5,5.2,289,Clear,Mainly clear,Sunday,February
2025-02-10,Delhi,India,19.2,59,988.9,4.4,290,Cloudy,Overcast,Monday,February
2025-02-11,Delhi,India,20.3,60,988.3,4.3,316,Cloudy,Partly cloudy,Tuesday,February
2025-02-12,Delhi,India,19.2,51,989.4,10.2,303,Clear,Clear sky,Wednesday,February
2025-02-13,Delhi,India,18.3,47,989.8,12.6,301,Clear,Clear sky,Thursday,February
2025-02-14,Delhi,India,18.5,42,988.0,10.1,287,Cloudy,Overcast,Friday,February
2025-02-15,Delhi,India,19.9,46,985.9,5.5,27,Cloudy,Overcast,Saturday,February
2025-02-16,Delhi,India,20.4,52,987.5,4.1,3,Cloudy,Overcast,Sunday,February
2025-02-17,Delhi,India,21.7,52,990.2,2.6,329,Cloudy,Overcast,Monday,February
2025-02-18,Delhi,India,20.9,53,989.8,5.5,298,Cloudy,Overcast,Tuesday,February
2025-02-19,Delhi,India,20.6,51,988.1,5.6,265,Drizzle,Moderate drizzle,Wednesday,February
2025-02-20,Delhi,India,19.0,69,988.9,11.7,91,Rain,Slight rain,Thursday,February
2025-02-21,Delhi,India,19.0,71,991.8,5.8,347,Drizzle,Light drizzle,Friday,February
2025-02-22,Delhi,India,18.3,66,991.6,8.3,299,Cloudy,Overcast,Saturday,February
2025-02-23,Delhi,India,18.9,62,992.5,5.6,298,Clear,Clear sky,Sunday,February
2025-02-24,Delhi,India,20.1,57,993.4,5.3,309,Cloudy,Overcast,Monday,February
2025-02-25,Delhi,India,21.4,54,993.6,4.2,308,Cloudy,Overcast,Tuesday,February
2025-02-26,Delhi,India,23.7,55,993.3,4.7,171,Cloudy,Overcast,Wednesday,February
2025-02-27,Delhi,India,21.1,70,990.7,8.5,68,Drizzle,Moderate drizzle,Thursday,February
2025-02-28,Delhi,India,20.0,73,987.3,9.5,97,Rain,Slight rain,Friday,February
2025-03-01,Delhi,India,19.5,81,988.4,7.4,72,Rain,Moderate rain,Saturday,March
2025-03-02,Delhi,India,19.1,67,987.6,7.4,318,Clear,Clear sky,Sunday,March
2025-03-03,Delhi,India,19.8,59,986.6,5.3,125,Cloudy,Partly cloudy,Monday,March
2025-03-04,Delhi,India,19.8,60,988.1,10.9,294,Cloudy,Partly cloudy,Tuesday,March
2025-03-05,Delhi,India,17.8,45,989.2,17.6,301,Clear,Clear sky,Wednesday,March
2025-03-06,Delhi,India,19.6,41,987.2,10.1,287,Clear,Clear sky,Thursday,March
2025-03-07,Delhi,India,20.9,44,985.7,5.2,290,Clear,Clear sky,Friday,March
2025-03-08,Delhi,India,22.4,43,984.3,6.8,289,Clear,Clear sky,Saturday,March
2025-03-09,Delhi,India,24.7,43,987.5,6.2,143,Clear,Clear sky,Sunday,March
2025-03-10,Delhi,India,25.2,46,990.7,8.5,131,Cloudy,Overcast,Monday,March
2025-03-11,Delhi,India,26.9,46,988.5,3.9,359,Cloudy,Overcast,Tuesday,March
2025-03-12,Delhi,India,26.4,50,984.7,7.6,298,Cloudy,Overcast,Wednesday,March
2025-03-13,Delhi,India,25.2,53,983.1,5.6,318,Rain,Moderate rain,Thursday,March
2025-03-14,Delhi,India,25.7,51,984.1,6.0,156,Cloudy,Overcast,Friday,March
2025-03-15,Delhi,India,24.1,55,985.8,9.1,50,Drizzle,Light drizzle,Saturday,March
2025-03-16,Delhi,India,23.7,48,987.2,7.4,323,Drizzle,Light drizzle,Sunday,March
2025-03-17,Delhi,India,23.1,44,988.1,8.1,306,Cloudy,Overcast,Monday,March
2025-03-18,Delhi,India,23.6,43,987.9,8.0,296,Clear,Mainly clear,Tuesday,March
2025-03-19,Delhi,India,25.2,37,988.7,6.3,306,Cloudy,Overcast,Wednesday,March
2025-03-20,Delhi,India,26.2,32,989.9,6.4,322,Clear,Clear sky,Thursday,March
2025-03-21,Delhi,India,25.4,32,989.4,8.9,309,Clear,Clear sky,Friday,March
2025-03-22,Delhi,India,25.2,33,988.2,8.2,296,Clear,Mainly clear,Saturday,March
2025-03-23,Delhi,India,26.0,34,989.8,5.1,218,Clear,Clear sky,Sunday,March
2025-03-24,Delhi,India,27.2,32,989.1,4.9,176,Clear,Clear sky,Monday,March
2025-03-25,Delhi,India,28.7,32,985.2,6.1,114,Clear,Clear sky,Tuesday,March
2025-03-26,Delhi,India,30.0,29,982.3,5.3,181,Clear,Clear sky,Wednesday,March
2025-03-27,Delhi,India,30.1,27,982.1,6.4,279,Cloudy,Partly cloudy,Thursday,March
2025-03-28,Delhi,India,26.1,25,984.7,12.1,293,Clear,Clear sky,Friday,March
2025-03-29,Delhi,India,23.0,22,985.4,13.1,298,Cloudy,Overcast,Saturday,March
2025-03-30,Delhi,India,24.8,22,985.9,9.9,296,Cloudy,Overcast,Sunday,March
2025-03-31,Delhi,India,26.2,21,986.1,8.5,295,Clear,Clear sky,Monday,March
2025-04-01,Delhi,India,26.5,21,985.1,8.1,290,Clear,Clear sky,Tuesday,April
2025-04-02,Delhi,India,27.7,22,985.9,5.4,295,Clear,Clear sky,Wednesday,April
2025-04-03,Delhi,India,29.6,19,986.6,4.6,252,Cloudy,Overcast,Thursday,April
2025-04-04,Delhi,India,30.1,18,986.2,7.2,299,Clear,Clear sky,Friday,April
2025-04-05,Delhi,India,29.0,22,984.3,8.5,291,Clear,Mainly clear,Saturday,April
2025-04-06,Delhi,India,30.5,22,982.5,5.8,284,Cloudy,Overcast,Sunday,April
2025-04-07,Delhi,India,32.5,22,983.7,4.9,93,Cloudy,Partly cloudy,Monday,April
2025-04-08,Delhi,India,32.8,22,985.7,6.5,111,Cloudy,Overcast,Tuesday,April
2025-04-09,Delhi,India,33.5,25,983.6,6.9,103,Cloudy,Overcast,Wednesday,April
2025-04-10,Delhi,India,31.5,33,979.5,7.1,131,Rain,Slight rain,Thursday,April
2025-04-11,Delhi,India,26.3,60,979.1,11.6,106,Rain,Moderate rain,Friday,April
2025-04-12,Delhi,India,26.2,57,982.1,5.0,99,Drizzle,Moderate drizzle,Saturday,April
2025-04-13,Delhi,India,28.3,47,983.8,3.4,91,Cloudy,Partly cloudy,Sunday,April
2025-04-14,Delhi,India,29.3,42,984.0,6.4,116,Clear,Clear sky,Monday,April
2025-04-15,Delhi,India,30.8,37,984.4,7.3,127,Cloudy,Partly cloudy,Tuesday,April
2025-04-16,Delhi,India,32.2,34,982.8,6.4,124,Clear,Mainly clear,Wednesday,April
2025-04-17,Delhi,India,33.3,32,980.2,8.1,117,Cloudy,Overcast,Thursday,April
2025-04-18,Delhi,India,32.9,40,978.8,7.9,99,Cloudy,Overcast,Friday,April
2025-04-19,Delhi,India,32.6,41,979.1,11.9,128,Clear,Mainly clear,Saturday,April
2025-04-20,Delhi,India,33.1,37,979.5,9.5,114,Clear,Mainly clear,Sunday,April
2025-04-21,Delhi,India,33.8,23,982.2,6.8,265,Cloudy,Overcast,Monday,April
2025-04-22,Delhi,India,32.6,10,983.6,8.8,277,Clear,Clear sky,Tuesday,April
2025-04-23,Delhi,India,32.2,11,981.4,8.5,282,Clear,Clear sky,Wednesday,April
2025-04-24,Delhi,India,32.8,11,979.1,7.0,277,Clear,Clear sky,Thursday,April
2025-04-25,Delhi,India,33.8,13,980.0,6.7,317,Clear,Clear sky,Friday,April
2025-04-26,Delhi,India,34.3,13,980.0,8.1,260,Cloudy,Overcast,Saturday,April
2025-04-27,Delhi,India,34.5,14,981.2,5.0,326,Cloudy,Overcast,Sunday,April
2025-04-28,Delhi,India,33.0,20,979.9,7.8,97,Cloudy,Overcast,Monday,April
2025-04-29,Delhi,India,31.3,35,980.9,10.5,108,Clear,Clear sky,Tuesday,April
2025-04-30,Delhi,India,31.5,37,982.5,9.1,107,Cloudy,Overcast,Wednesday,April
2025-05-01,Delhi,India,31.8,36,983.4,10.1,106,Cloudy,Overcast,Thursday,May
2025-05-02,Delhi,India,26.2,65,984.6,8.4,89,Rain,Moderate rain,Friday,May
2025-05-03,Delhi,India,28.3,54,981.9,5.3,119,Rain,Moderate rain,Saturday,May
2025-05-04,Delhi,India,29.9,49,980.1,5.0,107,Rain,Slight rain,Sunday,May
2025-05-05,Delhi,India,28.5,58,981.2,8.3,88,Drizzle,Light drizzle,Monday,May
2025-05-06,Delhi,India,27.3,62,981.3,7.5,88,Drizzle,Light drizzle,Tuesday,May
2025-05-07,Delhi,India,27.8,62,980.8,7.4,88,Drizzle,Light drizzle,Wednesday,May
2025-05-08,Delhi,India,28.3,61,981.1,5.9,77,Rain,Moderate rain,Thursday,May
2025-05-09,Delhi,India,30.7,49,982.1,5.6,114,Drizzle,Dense drizzle,Friday,May
2025-05-10,Delhi,India,30.9,52,981.7,4.5,63,Rain,Slight rain,Saturday,May
2025-05-11,Delhi,India,31.7,49,980.1,5.6,310,Clear,Mainly clear,Sunday,May
2025-05-12,Delhi,India,33.0,35,979.0,6.5,294,Clear,Mainly clear,Monday,May
2025-05-13,Delhi,India,34.7,24,979.0,10.0,280,Cloudy,Overcast,Tuesday,May
2025-05-14,Delhi,India,35.3,21,979.1,9.0,287,Clear,Clear sky,Wednesday,May
2025-05-15,Delhi,India,36.2,21,979.0,6.7,285,Clear,Clear sky,Thursday,May
2025-05-16,Delhi,India,35.8,24,978.2,10.0,299,Clear,Mainly clear,Friday,May
2025-05-17,Delhi,India,35.7,28,977.7,9.9,265,Clear,Mainly clear,Saturday,May
2025-05-18,Delhi,India,35.2,31,977.7,9.6,307,Clear,Mainly clear,Sunday,May
2025-05-19,Delhi,India,34.5,45,977.8,8.7,105,Clear,Mainly clear,Monday,May
2025-05-20,Delhi,India,34.9,45,976.2,9.6,99,Cloudy,Overcast,Tuesday,May
2025-05-21,Delhi,India,34.8,45,976.7,9.9,114,Cloudy,Overcast,Wednesday,May
2025-05-22,Delhi,India,31.4,55,977.6,11.0,117,Clear,Mainly clear,Thursday,May
2025-05-23,Delhi,India,32.3,52,976.0,11.7,108,Rain,Slight rain,Friday,May
2025-05-24,Delhi,India,33.4,48,976.4,12.8,107,Drizzle,Light drizzle,Saturday,May
2025-05-25,Delhi,India,28.4,66,979.2,8.5,88,Drizzle,Light drizzle,Sunday,May
2025-05-26,Delhi,India,29.8,65,978.0,7.5,94,Drizzle,Moderate drizzle,Monday,May
2025-05-27,Delhi,India,31.2,62,975.6,5.4,87,Clear,Clear sky,Tuesday,May
2025-05-28,Delhi,India,33.2,55,974.2,5.4,104,Cloudy,Partly cloudy,Wednesday,May
2025-05-29,Delhi,India,33.6,52,972.2,5.8,173,Drizzle,Light drizzle,Thursday,May
2025-05-30,Delhi,India,31.6,49,971.6,5.5,182,Cloudy,Overcast,Friday,May
2025-05-31,Delhi,India,31.9,48,973.5,6.4,204,Drizzle,Dense drizzle,Saturday,May
2025-06-01,Delhi,India,31.0,48,974.6,9.7,225,Rain,Moderate rain,Sunday,June
2025-06-02,Delhi,India,30.9,48,974.7,5.7,249,Drizzle,Light drizzle,Monday,June
2025-06-03,Delhi,India,30.2,46,976.8,5.9,259,Cloudy,Overcast,Tuesday,June
2025-06-04,Delhi,India,28.8,55,979.6,5.6,80,Drizzle,Light drizzle,Wednesday,June
2025-06-05,Delhi,India,30.9,46,982.2,4.0,202,Cloudy,Partly cloudy,Thursday,June
2025-06-06,Delhi,India,32.7,40,981.4,5.5,202,Clear,Mainly clear,Friday,June
2025-06-07,Delhi,India,34.7,37,979.7,6.9,167,Clear,Mainly clear,Saturday,June
2025-06-08,Delhi,India,36.6,35,978.0,7.3,256,Clear,Clear sky,Sunday,June
2025-06-09,Delhi,India,37.5,29,976.3,9.6,289,Clear,Clear sky,Monday,June
2025-06-10,Delhi,India,37.4,22,975.7,9.1,296,Clear,Clear sky,Tuesday,June
2025-06-11,Delhi,India,37.1,32,976.1,7.9,335,Clear,Clear sky,Wednesday,June
2025-06-12,Delhi,India,36.8,45,976.1,7.7,113,Drizzle,Light drizzle,Thursday,June
2025-06-13,Delhi,India,36.0,48,976.8,9.3,116,Cloudy,Partly cloudy,Friday,June
2025-06-14,Delhi,India,36.2,47,975.0,7.1,110,Drizzle,Light drizzle,Saturday,June
2025-06-15,Delhi,India,33.8,53,973.9,8.1,125,Drizzle,Moderate drizzle,Sunday,June
2025-06-16,Delhi,India,29.4,81,974.7,6.1,81,Rain,Heavy rain,Monday,June
2025-06-17,Delhi,India,29.1,82,975.2,6.0,86,Rain,Moderate rain,Tuesday,June
2025-06-18,Delhi,India,28.9,79,973.9,4.6,127,Drizzle,Dense drizzle,Wednesday,June
2025-06-19,Delhi,India,29.7,77,972.5,6.2,120,Drizzle,Light drizzle,Thursday,June
2025-06-20,Delhi,India,28.7,84,974.9,7.8,108,Drizzle,Moderate drizzle,Friday,June
2025-06-21,Delhi,India,30.4,77,975.6,4.9,126,Rain,Slight rain,Saturday,June
2025-06-22,Delhi,India,31.0,74,974.8,5.1,130,Drizzle,Moderate drizzle,Sunday,June
2025-06-23,Delhi,India,31.5,74,972.9,5.1,113,Drizzle,Light drizzle,Monday,June
2025-06-24,Delhi,India,31.2,75,972.2,4.7,123,Drizzle,Light drizzle,Tuesday,June
2025-06-25,Delhi,India,29.1,84,975.0,9.1,93,Rain,Heavy rain,Wednesday,June
2025-06-26,Delhi,India,30.6,76,976.7,8.6,100,Rain,Moderate rain,Thursday,June
2025-06-27,Delhi,India,30.7,75,975.9,6.9,101,Drizzle,Light drizzle,Friday,June
2025-06-28,Delhi,India,30.8,74,974.7,4.6,146,Rain,Moderate rain,Saturday,June
2025-06-29,Delhi,India,29.5,79,972.5,5.9,157,Rain,Moderate rain,Sunday,June
2025-06-30,Delhi,India,27.8,87,973.6,5.1,120,Rain,Moderate rain,Monday,June
2025-07-01,Delhi,India,28.7,84,974.5,4.9,84,Rain,Moderate rain,Tuesday,July
2025-07-02,Delhi,India,29.9,81,974.4,6.2,100,Drizzle,Light drizzle,Wednesday,July
2025-07-03,Delhi,India,30.1,78,975.0,7.2,104,Drizzle,Light drizzle,Thursday,July
2025-07-04,Delhi,India,30.3,78,975.2,5.1,104,Drizzle,Light drizzle,Friday,July
2025-07-05,Delhi,India,30.9,77,974.1,4.0,140,Rain,Slight rain,Saturday,July
2025-07-06,Delhi,India,31.0,74,973.8,4.2,193,Rain,Moderate rain,Sunday,July
2025-07-07,Delhi,India,29.0,83,974.7,3.4,268,Rain,Moderate rain,Monday,July
2025-07-08,Delhi,India,30.9,76,974.7,4.8,277,Cloudy,Overcast,Tuesday,July
2025-07-09,Delhi,India,29.2,82,975.9,3.7,225,Rain,Heavy rain,Wednesday,July
2025-07-10,Delhi,India,27.5,85,977.9,4.0,149,Drizzle,Moderate drizzle,Thursday,July
2025-07-11,Delhi,India,28.4,83,977.4,2.2,181,Drizzle,Light drizzle,Friday,July
2025-07-12,Delhi,India,29.3,80,977.1,2.6,94,Rain,Moderate rain,Saturday,July
2025-07-13,Delhi,India,28.2,87,977.0,5.0,75,Rain,Moderate rain,Sunday,July
2025-07-14,Delhi,India,28.0,85,975.1,12.8,101,Rain,Moderate rain,Monday,July
2025-07-15,Delhi,India,28.0,84,974.6,13.4,130,Rain,Moderate rain,Tuesday,July
2025-07-16,Delhi,India,28.7,83,976.1,8.1,131,Rain,Moderate rain,Wednesday,July
2025-07-17,Delhi,India,28.5,82,978.2,7.8,118,Drizzle,Moderate drizzle,Thursday,July
2025-07-18,Delhi,India,28.5,80,976.6,12.8,73,Rain,Moderate rain,Friday,July
2025-07-19,Delhi,India,29.0,77,974.5,10.8,131,Cloudy,Overcast,Saturday,July
2025-07-20,Delhi,India,30.1,73,974.6,5.7,214,Cloudy,Overcast,Sunday,July
2025-07-21,Delhi,India,28.9,78,976.9,4.2,162,Drizzle,Light drizzle,Monday,July
2025-07-22,Delhi,India,30.1,74,975.5,3.9,238,Drizzle,Light drizzle,Tuesday,July
2025-07-23,Delhi,India,29.8,78,972.8,5.9,249,Drizzle,Moderate drizzle,Wednesday,July
2025-07-24,Delhi,India,30.7,72,971.7,7.1,279,Drizzle,Moderate drizzle,Thursday,July
2025-07-25,Delhi,India,31.8,68,971.4,6.3,295,Drizzle,Moderate drizzle,Friday,July
2025-07-26,Delhi,India,31.0,73,972.6,4.8,151,Rain,Slight rain,Saturday,July
2025-07-27,Delhi,India,32.1,68,972.6,6.7,100,Drizzle,Light drizzle,Sunday,July
2025-07-28,Delhi,India,32.1,67,972.7,4.7,127,Drizzle,Moderate drizzle,Monday,July
2025-07-29,Delhi,India,29.2,82,973.5,5.0,110,Drizzle,Moderate drizzle,Tuesday,July
2025-07-30,Delhi,India,27.9,88,974.3,7.8,102,Rain,Moderate rain,Wednesday,July
2025-07-31,Delhi,India,27.7,88,975.0,5.9,144,Rain,Heavy rain,Thursday,July
2025-08-01,Delhi,India,28.3,85,975.9,4.4,222,Rain,Moderate rain,Friday,August
2025-08-02,Delhi,India,29.1,79,976.2,6.7,254,Drizzle,Moderate drizzle,Saturday,August
2025-08-03,Delhi,India,29.7,77,977.3,7.7,255,Drizzle,Moderate drizzle,Sunday,August
2025-08-04,Delhi,India,28.6,82,978.7,7.5,236,Drizzle,Light drizzle,Monday,August
2025-08-05,Delhi,India,27.9,84,978.9,6.9,211,Rain,Moderate rain,Tuesday,August
2025-08-06,Delhi,India,28.7,80,979.4,5.6,242,Drizzle,Light drizzle,Wednesday,August
2025-08-07,Delhi,India,29.9,72,978.0,8.5,274,Cloudy,Overcast,Thursday,August
2025-08-08,Delhi,India,29.9,70,979.1,7.4,271,Cloudy,Overcast,Friday,August
2025-08-09,Delhi,India,27.8,84,981.2,4.3,299,Rain,Moderate rain,Saturday,August
2025-08-10,Delhi,India,28.9,83,979.9,3.2,309,Drizzle,Light drizzle,Sunday,August
2025-08-11,Delhi,India,29.8,78,978.5,7.3,260,Rain,Slight rain,Monday,August
2025-08-12,Delhi,India,29.2,80,977.9,5.9,252,Drizzle,Dense drizzle,Tuesday,August
2025-08-13,Delhi,India,30.3,74,977.0,5.9,270,Cloudy,Overcast,Wednesday,August
2025-08-14,Delhi,India,27.8,88,979.7,4.9,110,Rain,Moderate rain,Thursday,August
2025-08-15,Delhi,India,28.4,86,978.6,3.8,103,Rain,Slight rain,Friday,August
2025-08-16,Delhi,India,28.6,87,977.5,4.8,98,Rain,Moderate rain,Saturday,August
2025-08-17,Delhi,India,29.0,86,978.4,6.1,83,Rain,Moderate rain,Sunday,August
2025-08-18,Delhi,India,29.2,83,979.9,8.2,90,Rain,Moderate rain,Monday,August
2025-08-19,Delhi,India,29.2,82,978.6,7.3,89,Rain,Moderate rain,Tuesday,August
2025-08-20,Delhi,India,29.3,79,978.0,9.6,97,Rain,Slight rain,Wednesday,August
2025-08-21,Delhi,India,29.7,78,978.1,6.5,95,Rain,Heavy rain,Thursday,August
2025-08-22,Delhi,India,30.3,75,975.9,4.1,123,Rain,Slight rain,Friday,August
2025-08-23,Delhi,India,28.3,84,975.8,5.2,80,Rain,Moderate rain,Saturday,August
2025-08-24,Delhi,India,27.6,87,976.7,8.2,98,Rain,Moderate rain,Sunday,August
2025-08-25,Delhi,India,26.6,89,976.0,11.8,111,Rain,Moderate rain,Monday,August
2025-08-26,Delhi,India,27.2,89,978.5,11.5,123,Rain,Slight rain,Tuesday,August
2025-08-27,Delhi,India,28.4,86,978.5,5.6,118,Drizzle,Moderate drizzle,Wednesday,August
2025-08-28,Delhi,India,28.6,86,978.0,5.3,120,Rain,Moderate rain,Thursday,August
2025-08-29,Delhi,India,27.9,88,979.1,8.0,111,Rain,Moderate rain,Friday,August
2025-08-30,Delhi,India,28.4,84,980.7,7.9,104,Rain,Slight rain,Saturday,August
2025-08-31,Delhi,India,26.7,90,978.8,8.5,116,Rain,Moderate rain,Sunday,August
2025-09-01,Delhi,India,25.4,92,975.5,11.0,121,Rain,Moderate rain,Monday,September
2025-09-02,Delhi,India,25.0,93,976.8,12.9,122,Rain,Moderate rain,Tuesday,September
2025-09-03,Delhi,India,26.2,89,979.7,7.5,94,Rain,Heavy rain,Wednesday,September
2025-09-04,Delhi,India,27.1,87,980.1,5.8,42,Rain,Heavy rain,Thursday,September
2025-09-05,Delhi,India,27.6,85,980.1,9.9,81,Rain,Slight rain,Friday,September
2025-09-06,Delhi,India,27.7,85,980.6,10.2,101,Rain,Moderate rain,Saturday,September
2025-09-07,Delhi,India,28.0,85,980.3,7.7,122,Drizzle,Dense drizzle,Sunday,September
2025-09-08,Delhi,India,28.6,81,981.2,3.8,152,Drizzle,Light drizzle,Monday,September
2025-09-09,Delhi,India,29.0,76,982.5,7.5,284,Drizzle,Light drizzle,Tuesday,September
2025-09-10,Delhi,India,29.2,73,981.6,11.0,288,Cloudy,Overcast,Wednesday,September
2025-09-11,Delhi,India,28.9,69,981.2,10.1,282,Cloudy,Overcast,Thursday,September
2025-09-12,Delhi,India,29.4,67,982.5,7.6,278,Drizzle,Light drizzle,Friday,September
2025-09-13,Delhi,India,30.8,60,982.7,6.1,273,Drizzle,Light drizzle,Saturday,September
2025-09-14,Delhi,India,31.9,57,982.2,6.4,269,Drizzle,Light drizzle,Sunday,September
2025-09-15,Delhi,India,32.3,54,980.5,7.4,265,Cloudy,Overcast,Monday,September
2025-09-16,Delhi,India,31.7,56,980.7,6.6,210,Drizzle,Light drizzle,Tuesday,September
2025-09-17,Delhi,India,31.2,61,981.3,5.1,34,Drizzle,Light drizzle,Wednesday,September
2025-09-18,Delhi,India,30.2,67,981.5,5.3,70,Drizzle,Moderate drizzle,Thursday,September
2025-09-19,Delhi,India,31.1,62,982.1,6.3,321,Drizzle,Light drizzle,Friday,September
2025-09-20,Delhi,India,31.5,56,981.5,8.3,303,Clear,Mainly clear,Saturday,September
2025-09-21,Delhi,India,31.2,53,980.6,9.3,292,Clear,Mainly clear,Sunday,September
2025-09-22,Delhi,India,31.6,51,981.1,10.0,287,Clear,Clear sky,Monday,September
2025-09-23,Delhi,India,31.5,47,980.8,10.6,295,Clear,Mainly clear,Tuesday,September
2025-09-24,Delhi,India,31.0,50,979.3,9.9,290,Clear,Clear sky,Wednesday,September
2025-09-25,Delhi,India,31.1,52,980.2,8.8,296,Clear,Clear sky,Thursday,September
2025-09-26,Delhi,India,31.6,52,981.4,8.5,315,Clear,Clear sky,Friday,September
2025-09-27,Delhi,India,32.6,54,983.1,3.9,49,Drizzle,Light drizzle,Saturday,September
2025-09-28,Delhi,India,32.3,60,982.5,8.7,105,Clear,Mainly clear,Sunday,September
2025-09-29,Delhi,India,32.0,58,981.0,6.5,124,Drizzle,Light drizzle,Monday,September
2025-09-30,Delhi,India,30.6,64,979.2,4.3,191,Rain,Moderate rain,Tuesday,September
2025-10-01,Delhi,India,28.3,74,979.4,4.3,205,Rain,Moderate rain,Wednesday,October
2025-10-02,Delhi,India,28.4,72,983.1,5.7,118,Drizzle,Light drizzle,Thursday,October
2025-10-03,Delhi,India,29.1,71,985.9,5.2,76,Cloudy,Overcast,Friday,October
2025-10-04,Delhi,India,30.3,60,983.9,6.9,295,Drizzle,Light drizzle,Saturday,October
2025-10-05,Delhi,India,29.2,60,982.8,7.3,272,Drizzle,Moderate drizzle,Sunday,October
2025-10-06,Delhi,India,24.0,85,984.9,5.9,77,Rain,Moderate rain,Monday,October
2025-10-07,Delhi,India,23.4,87,985.3,6.2,137,Rain,Moderate rain,Tuesday,October
2025-10-08,Delhi,India,22.7,86,986.8,4.6,310,Drizzle,Light drizzle,Wednesday,October
2025-10-09,Delhi,India,23.8,75,988.6,6.8,306,Drizzle,Light drizzle,Thursday,October
2025-10-10,Delhi,India,23.5,68,987.5,4.7,296,Clear,Clear sky,Friday,October
2025-10-11,Delhi,India,23.9,68,987.2,5.8,283,Clear,Mainly clear,Saturday,October
2025-10-12,Delhi,India,25.2,63,986.8,6.2,305,Clear,Mainly clear,Sunday,October
2025-10-13,Delhi,India,25.8,59,987.7,3.4,303,Clear,Clear sky,Monday,October
2025-10-14,Delhi,India,26.4,52,986.9,3.2,293,Clear,Clear sky,Tuesday,October
2025-10-15,Delhi,India,26.7,49,986.9,2.7,275,Clear,Clear sky,Wednesday,October
2025-10-16,Delhi,India,26.1,51,986.8,4.1,290,Clear,Clear sky,Thursday,October
2025-10-17,Delhi,India,26.5,54,988.0,4.2,296,Clear,Clear sky,Friday,October
2025-10-18,Delhi,India,27.2,53,987.5,3.0,261,Clear,Clear sky,Saturday,October
2025-10-19,Delhi,India,27.9,52,986.9,2.3,173,Cloudy,Partly cloudy,Sunday,October
2025-10-20,Delhi,India,28.1,49,987.2,3.9,99,Clear,Clear sky,Monday,October
2025-10-21,Delhi,India,26.9,57,988.6,4.4,136,Drizzle,Light drizzle,Tuesday,October
2025-10-22,Delhi,India,27.6,53,988.8,4.5,300,Clear,Mainly clear,Wednesday,October
2025-10-23,Delhi,India,26.6,42,988.3,5.9,305,Clear,Clear sky,Thursday,October
2025-10-24,Delhi,India,25.9,46,987.9,3.8,277,Clear,Clear sky,Friday,October
2025-10-25,Delhi,India,25.7,45,987.4,3.3,248,Clear,Clear sky,Saturday,October
2025-10-26,Delhi,India,25.5,46,988.3,3.7,129,Cloudy,Overcast,Sunday,October
2025-10-27,Delhi,India,24.2,56,988.8,6.2,133,Cloudy,Overcast,Monday,October
2025-10-28,Delhi,India,23.3,72,990.2,4.2,117,Cloudy,Overcast,Tuesday,October
2025-10-29,Delhi,India,24.8,66,988.2,4.0,355,Cloudy,Overcast,Wednesday,October
2025-10-30,Delhi,India,24.5,74,987.4,3.7,123,Drizzle,Light drizzle,Thursday,October
2025-10-31,Delhi,India,25.3,75,986.5,4.6,258,Drizzle,Light drizzle,Friday,October
2025-11-01,Delhi,India,25.1,62,986.7,6.4,283,Clear,Clear sky,Saturday,November
2025-11-02,Delhi,India,23.7,59,986.7,7.8,287,Clear,Clear sky,Sunday,November
2025-11-03,Delhi,India,23.5,53,984.8,7.5,277,Clear,Clear sky,Monday,November
2025-11-04,Delhi,India,23.4,60,984.9,5.5,159,Cloudy,Overcast,Tuesday,November
2025-11-05,Delhi,India,23.9,62,985.4,6.8,314,Clear,Mainly clear,Wednesday,November
2025-11-06,Delhi,India,20.7,49,988.1,8.8,297,Clear,Clear sky,Thursday,November
2025-11-07,Delhi,India,20.3,47,989.5,8.2,286,Clear,Clear sky,Friday,November
2025-11-08,Delhi,India,20.0,45,990.5,7.1,291,Clear,Clear sky,Saturday,November
2025-11-09,Delhi,India,20.1,46,989.1,7.0,287,Clear,Clear sky,Sunday,November
2025-11-10,Delhi,India,20.1,46,988.9,5.6,290,Cloudy,Overcast,Monday,November
2025-11-11,Delhi,India,20.1,47,989.8,6.8,286,Clear,Clear sky,Tuesday,November
