date,city,country,aqi,pm25,pm10,o3,no2,so2,co,no,nh3
2024-06-01T12:00:00+00:00,Delhi,IN,3,26.92,89.19,97.27,18.68,18.84,467.3,0.13,6.14
2024-06-01T13:00:00+00:00,Delhi,IN,3,29.36,92.42,87.98,21.93,22.89,547.41,0.03,7.79
2024-06-01T14:00:00+00:00,Delhi,IN,3,32.93,96.54,83.68,23.31,27.18,614.17,0,10.39
2024-06-01T15:00:00+00:00,Delhi,IN,3,34.47,94.95,88.69,21.08,25.75,614.17,0,11.53
2024-06-01T16:00:00+00:00,Delhi,IN,3,36.72,92.27,82.25,22.62,27.42,667.57,0,13.68
2024-06-01T17:00:00+00:00,Delhi,IN,3,40.42,96.48,70.1,26.73,30.28,767.71,0,16.09
2024-06-01T18:00:00+00:00,Delhi,IN,3,40.32,99.32,64.37,27.42,29.09,747.68,0,15.71
2024-06-01T19:00:00+00:00,Delhi,IN,3,37.2,97.8,64.37,24.68,24.56,634.19,0,14.06
2024-06-01T20:00:00+00:00,Delhi,IN,3,35.31,96.87,62.94,21.08,20.74,547.41,0,14.31
2024-06-01T21:00:00+00:00,Delhi,IN,3,33.61,92.36,58.65,18.51,17.88,507.35,0,15.96
2024-06-01T22:00:00+00:00,Delhi,IN,3,32.43,83.84,55.07,17.14,17.17,494,0,17.73
2024-06-01T23:00:00+00:00,Delhi,IN,3,32.86,77.48,52.21,18.51,20.03,527.38,0,18.24
2024-06-02T00:00:00+00:00,Delhi,IN,3,34.86,76.28,47.92,22.62,25.99,594.14,0,18.49
2024-06-02T01:00:00+00:00,Delhi,IN,3,41.67,85.52,41.84,31.87,36.24,787.73,0.12,20.01
2024-06-02T02:00:00+00:00,Delhi,IN,4,53.16,104.81,36.84,45.24,47.21,1148.22,2.99,23.56
2024-06-02T03:00:00+00:00,Delhi,IN,4,57.05,113.58,51.5,48.67,51.98,1295.09,7.38,24.07
2024-06-02T04:00:00+00:00,Delhi,IN,4,49.77,104.03,92.98,38.04,50.54,1014.71,5.2,19.76
2024-06-02T05:00:00+00:00,Delhi,IN,4,52.73,106.84,141.62,31.87,51.98,894.55,3.19,18.75
2024-06-02T06:00:00+00:00,Delhi,IN,5,60.64,113.94,194.55,27.42,54.36,841.14,2.04,18.49
2024-06-02T07:00:00+00:00,Delhi,IN,4,34.92,81.55,158.79,10.62,21.46,453.95,0.87,8.36
2024-06-02T08:00:00+00:00,Delhi,IN,3,26.38,69.93,137.33,8.05,14.54,367.16,0.75,5.57
2024-06-02T09:00:00+00:00,Delhi,IN,3,24.1,65.67,128.75,8.14,13.95,353.81,0.78,4.88
2024-06-02T10:00:00+00:00,Delhi,IN,3,23.04,64.58,121.59,8.31,13.11,343.8,0.68,4.43
2024-06-02T11:00:00+00:00,Delhi,IN,3,22.94,66.06,113.01,9.68,12.87,347.14,0.52,4.31
2024-06-02T12:00:00+00:00,Delhi,IN,3,22.73,67.36,104.43,11.48,12.52,357.15,0.32,4.37
2024-06-02T13:00:00+00:00,Delhi,IN,3,27.55,73.2,88.69,24.33,24.08,560.76,0.41,8.11
2024-06-02T14:00:00+00:00,Delhi,IN,3,34.01,79.62,72.24,33.59,34.33,781.06,0.03,13.43
2024-06-02T15:00:00+00:00,Delhi,IN,3,35.55,78.9,69.38,30.16,32.42,827.79,0,16.21
2024-06-02T16:00:00+00:00,Delhi,IN,3,35.61,78.77,70.1,28.1,30.28,807.76,0,17.48
2024-06-02T17:00:00+00:00,Delhi,IN,3,32.46,74.9,68.66,25.36,26.7,720.98,0,16.47
2024-06-02T18:00:00+00:00,Delhi,IN,3,26.01,62.79,69.38,21.08,20.74,567.44,0,13.81
2024-06-02T19:00:00+00:00,Delhi,IN,3,21.27,50.68,69.38,16.79,16.45,447.27,0,12.29
2024-06-02T20:00:00+00:00,Delhi,IN,3,22.36,51.9,65.09,17.82,19.79,447.27,0,13.93
2024-06-02T21:00:00+00:00,Delhi,IN,3,24.75,60.85,62.23,17.82,22.17,453.95,0,14.82
2024-06-02T22:00:00+00:00,Delhi,IN,3,27.44,70.74,58.65,17.99,23.6,467.3,0,15.58
2024-06-02T23:00:00+00:00,Delhi,IN,3,29.29,76.72,55.07,17.82,23.37,480.65,0,16.21
2024-06-03T00:00:00+00:00,Delhi,IN,3,30.91,80.82,49.35,19.36,23.84,514.03,0,17.48
2024-06-03T01:00:00+00:00,Delhi,IN,3,36.11,90.58,39.34,27.08,28.61,667.57,0.31,20.77
2024-06-03T02:00:00+00:00,Delhi,IN,4,44.94,104.92,34.69,37.01,37.19,961.3,4.69,25.59
2024-06-03T03:00:00+00:00,Delhi,IN,4,46.34,107.43,52.93,39.07,40.53,1041.41,8.05,26.09
2024-06-03T04:00:00+00:00,Delhi,IN,4,36.92,120.64,98.71,22.62,29.8,654.22,3.46,16.21
2024-06-03T05:00:00+00:00,Delhi,IN,4,37.32,126.32,137.33,16.28,26.46,547.41,1.87,13.93
2024-06-03T06:00:00+00:00,Delhi,IN,4,38.29,125.21,161.65,13.54,24.32,487.33,1.27,12.79
2024-06-03T07:00:00+00:00,Delhi,IN,4,30.82,114.14,140.19,7.28,12.87,350.48,0.78,6.33
2024-06-03T08:00:00+00:00,Delhi,IN,4,28.87,100.25,141.62,6.85,11.44,337.12,0.76,5.07
2024-06-03T09:00:00+00:00,Delhi,IN,4,28.85,96.38,144.48,7.28,11.8,343.8,0.8,5.07
2024-06-03T10:00:00+00:00,Delhi,IN,4,28.94,96.06,141.62,7.8,12.04,343.8,0.82,5.07
2024-06-03T11:00:00+00:00,Delhi,IN,3,29.14,97.52,134.47,9.42,12.64,360.49,0.82,5.32
2024-06-03T12:00:00+00:00,Delhi,IN,3,28.62,95.37,127.32,11.65,13.23,380.52,0.68,5.57
2024-06-03T13:00:00+00:00,Delhi,IN,3,32.22,99.14,110.15,21.93,23.13,534.06,0.41,8.61
2024-06-03T14:00:00+00:00,Delhi,IN,4,37.66,105.84,89.41,29.47,30.99,714.3,0.02,13.17
2024-06-03T15:00:00+00:00,Delhi,IN,4,40.17,108.29,77.96,30.16,32.42,787.73,0,16.21
2024-06-03T16:00:00+00:00,Delhi,IN,4,42.65,110.19,69.38,32.22,33.86,847.82,0,18.49
2024-06-03T17:00:00+00:00,Delhi,IN,4,44.2,110.45,61.51,33.93,34.33,894.55,0,20.27
2024-06-03T18:00:00+00:00,Delhi,IN,4,40.69,101.47,58.65,32.22,30.99,807.76,0,19.25
2024-06-03T19:00:00+00:00,Delhi,IN,3,34.29,88.82,60.8,26.39,25.03,634.19,0,16.72
2024-06-03T20:00:00+00:00,Delhi,IN,3,32.73,84.24,64.37,21.93,23.13,554.08,0,16.72
2024-06-03T21:00:00+00:00,Delhi,IN,3,32.53,80.59,64.37,19.71,23.13,534.06,0,17.99
2024-06-03T22:00:00+00:00,Delhi,IN,3,31.61,76.33,64.37,18.68,23.37,514.03,0,18.75
2024-06-03T23:00:00+00:00,Delhi,IN,3,29.73,72.11,62.94,17.65,23.37,494,0,18.75
2024-06-04T00:00:00+00:00,Delhi,IN,3,28.72,71.17,59.37,18.16,23.84,487.33,0,18.24
2024-06-04T01:00:00+00:00,Delhi,IN,3,30.85,75.7,52.93,23.99,28.13,580.79,0.16,19.51
2024-06-04T02:00:00+00:00,Delhi,IN,3,36.81,86.16,52.93,32.56,35.76,794.41,2.24,22.29
2024-06-04T03:00:00+00:00,Delhi,IN,3,38.53,92.23,70.1,34.62,38.15,881.2,4.02,21.53
2024-06-04T04:00:00+00:00,Delhi,IN,3,31.3,89.91,100.14,22.96,30.99,634.19,2.24,14.31
2024-06-04T05:00:00+00:00,Delhi,IN,3,29.39,92.67,117.3,18.16,27.42,534.06,1.19,11.78
2024-06-04T06:00:00+00:00,Delhi,IN,3,27.87,95.03,124.45,15.08,22.89,453.95,0.52,9.88
2024-06-04T07:00:00+00:00,Delhi,IN,3,23.42,85.28,114.44,8.48,11.68,333.79,0.21,5.13
2024-06-04T08:00:00+00:00,Delhi,IN,3,22.68,79.42,114.44,7.97,10.49,317.1,0.26,4.24
2024-06-04T09:00:00+00:00,Delhi,IN,3,22.73,76.5,115.87,8.31,10.97,320.43,0.3,4.24
2024-06-04T10:00:00+00:00,Delhi,IN,3,22.93,75.76,115.87,8.57,11.32,327.11,0.43,4.31
2024-06-04T11:00:00+00:00,Delhi,IN,3,23.46,76.94,115.87,9.77,12.16,343.8,0.64,4.62
2024-06-04T12:00:00+00:00,Delhi,IN,3,23.7,79.86,108.72,11.65,12.87,367.16,0.7,5
2024-06-04T13:00:00+00:00,Delhi,IN,4,41.67,107.98,62.23,47.98,30.99,1081.47,1.72,15.33
2024-06-04T14:00:00+00:00,Delhi,IN,5,81.74,165.95,8.31,87.74,59.6,2243.04,3.74,32.93
2024-06-04T15:00:00+00:00,Delhi,IN,5,120.19,220.85,0.08,87.05,82.97,3044.13,17.66,45.09
2024-06-04T16:00:00+00:00,Delhi,IN,5,153.32,266.43,0,87.05,103,3578.19,25.93,52.18
2024-06-04T17:00:00+00:00,Delhi,IN,5,157.02,271.42,0.01,87.74,104.9,3578.19,22.35,49.65
2024-06-04T18:00:00+00:00,Delhi,IN,5,125.57,229.17,0.36,84.31,86.78,2883.91,11.4,38
2024-06-04T19:00:00+00:00,Delhi,IN,5,91.67,180.39,1.99,75.4,68.66,2136.23,3.07,26.6
2024-06-04T20:00:00+00:00,Delhi,IN,5,87.19,166.6,1.81,70.6,67.71,1976.01,2.74,24.07
2024-06-04T21:00:00+00:00,Delhi,IN,5,85.8,156.38,1.59,68.55,65.8,1895.9,2.74,22.8
2024-06-04T22:00:00+00:00,Delhi,IN,5,75.97,138.59,2.82,61.69,53.88,1668.93,1.84,22.8
2024-06-04T23:00:00+00:00,Delhi,IN,4,64.44,121.76,5.41,51.41,43.39,1388.55,0.94,23.56
2024-06-05T00:00:00+00:00,Delhi,IN,4,59.76,113.84,4.96,46.61,40.53,1268.39,1.31,24.83
2024-06-05T01:00:00+00:00,Delhi,IN,4,70.14,127.66,2.1,49.35,48.64,1548.77,9.28,30.65
2024-06-05T02:00:00+00:00,Delhi,IN,5,97.92,169.49,7.33,55.52,66.76,2323.15,32.63,41.54
2024-06-05T03:00:00+00:00,Delhi,IN,5,111.52,190.66,22.53,74.71,77.25,2723.69,38.89,46.1
2024-06-05T04:00:00+00:00,Delhi,IN,4,37.11,106.22,98.71,24.33,32.42,700.95,3.86,13.81
2024-06-05T05:00:00+00:00,Delhi,IN,4,33.08,104.4,130.18,13.54,23.37,494,1.75,10.51
2024-06-05T06:00:00+00:00,Delhi,IN,4,33.47,106.13,148.77,10.71,20.74,440.6,1.26,9.63
2024-06-05T07:00:00+00:00,Delhi,IN,4,30.54,104.58,144.48,8.65,16.45,380.52,1.02,7.47
2024-06-05T08:00:00+00:00,Delhi,IN,3,26.45,94.73,131.61,8.14,13.95,350.48,0.95,5.38
2024-06-05T09:00:00+00:00,Delhi,IN,3,24.3,86.41,125.89,8.65,13.59,343.8,0.87,4.75
2024-06-05T10:00:00+00:00,Delhi,IN,3,23.09,82.59,118.73,9.08,13.11,337.12,0.75,4.43
2024-06-05T11:00:00+00:00,Delhi,IN,3,23.08,83.41,115.87,10.37,13.35,343.8,0.69,4.43
2024-06-05T12:00:00+00:00,Delhi,IN,3,23.27,82.82,111.58,12,13.35,360.49,0.52,4.62
2024-06-05T13:00:00+00:00,Delhi,IN,3,29.48,90.67,95.84,28.1,28.85,580.79,0.47,8.87
2024-06-05T14:00:00+00:00,Delhi,IN,4,39,105.25,74.39,41.81,45.3,867.84,0.03,15.07
2024-06-05T15:00:00+00:00,Delhi,IN,4,44.93,115.1,61.51,42.16,51.02,988.01,0,19.25
2024-06-05T16:00:00+00:00,Delhi,IN,4,72.45,153.81,35.05,60.32,69.62,1602.17,0.01,30.91
2024-06-05T17:00:00+00:00,Delhi,IN,5,121.59,221.77,5.05,85,95.37,2616.88,3.38,45.09
2024-06-05T18:00:00+00:00,Delhi,IN,5,142.17,249.31,0.15,86.37,101.09,3017.43,13.52,45.6
2024-06-05T19:00:00+00:00,Delhi,IN,5,138.89,243.54,0.02,82.94,97.27,2910.61,18.1,38.5
2024-06-05T20:00:00+00:00,Delhi,IN,5,149.52,255.56,0,82.94,103.95,3044.13,22.13,39.01
2024-06-05T21:00:00+00:00,Delhi,IN,5,161.28,269.36,0,90.48,111.58,3177.64,21.9,42.56
2024-06-05T22:00:00+00:00,Delhi,IN,5,165.36,273.75,0,94.59,116.35,3204.35,20.12,46.61
2024-06-05T23:00:00+00:00,Delhi,IN,5,166.99,274.83,0,93.22,117.3,3177.64,21.01,47.62
2024-06-06T00:00:00+00:00,Delhi,IN,5,173.8,282.13,0,90.48,119.21,3231.05,26.6,47.62
2024-06-06T01:00:00+00:00,Delhi,IN,5,202.38,321.88,0.48,90.48,131.61,3791.81,47.83,52.69
2024-06-06T02:00:00+00:00,Delhi,IN,5,254.97,396.32,4.11,97.33,150.68,5020.14,89.41,61.3
2024-06-06T03:00:00+00:00,Delhi,IN,5,275.69,422.22,15.91,128.87,144.96,5607.6,90.3,60.8
2024-06-06T04:00:00+00:00,Delhi,IN,5,98.49,182.71,89.41,66.49,84.88,1842.5,11.29,29.64
2024-06-06T05:00:00+00:00,Delhi,IN,5,81.3,160.58,144.48,42.16,69.62,1241.68,3.35,23.31
2024-06-06T06:00:00+00:00,Delhi,IN,5,90.55,170.2,183.11,37.01,72.48,1161.58,1.4,22.55
2024-06-06T07:00:00+00:00,Delhi,IN,4,50.19,123.39,148.77,17.82,34.81,587.46,0.63,10.89
2024-06-06T08:00:00+00:00,Delhi,IN,4,36.13,106.31,133.04,12.85,22.41,440.6,0.71,7.41
2024-06-06T09:00:00+00:00,Delhi,IN,4,30.1,101.28,121.59,11.31,17.88,390.53,0.84,5.95
2024-06-06T10:00:00+00:00,Delhi,IN,3,26.8,97.39,111.58,10.11,14.66,360.49,0.91,4.81
2024-06-06T11:00:00+00:00,Delhi,IN,4,27.55,100.64,111.58,10.8,14.19,363.83,0.96,4.69
2024-06-06T12:00:00+00:00,Delhi,IN,4,30.62,110.29,113.01,12.34,14.54,387.19,0.8,5.32
2024-06-06T13:00:00+00:00,Delhi,IN,4,41.89,125.28,100.14,28.1,25.27,667.57,0.59,10.51
2024-06-06T14:00:00+00:00,Delhi,IN,4,55.58,140.92,75.82,43.18,38.15,1041.41,0.04,17.99
2024-06-06T15:00:00+00:00,Delhi,IN,4,62.55,145.85,60.8,46.61,42.92,1214.98,0,22.8
2024-06-06T16:00:00+00:00,Delhi,IN,4,66.79,146.43,52.21,48.67,46.73,1308.44,0,25.59
2024-06-06T17:00:00+00:00,Delhi,IN,4,64.24,136.56,51.5,43.87,47.21,1241.68,0,25.84
2024-06-06T18:00:00+00:00,Delhi,IN,4,52.39,114.66,60.8,33.93,39.1,934.6,0,21.53
2024-06-06T19:00:00+00:00,Delhi,IN,3,43.59,95.31,72.24,26.05,32.42,680.92,0,17.99
2024-06-06T20:00:00+00:00,Delhi,IN,3,45.29,90.37,72.24,25.36,33.38,680.92,0,19.25
2024-06-06T21:00:00+00:00,Delhi,IN,3,48.37,88.01,69.38,25.7,36.24,727.65,0,21.03
2024-06-06T22:00:00+00:00,Delhi,IN,4,51.17,86.98,64.37,27.08,38.62,774.38,0,22.55
2024-06-06T23:00:00+00:00,Delhi,IN,4,53.26,86.26,58.65,28.45,40.05,814.44,0,24.07
2024-06-07T00:00:00+00:00,Delhi,IN,4,55.96,88.05,50.78,31.53,41.01,867.84,0,25.84
2024-06-07T01:00:00+00:00,Delhi,IN,4,63.52,98.26,38.98,40.44,45.78,1068.12,0.5,29.64
2024-06-07T02:00:00+00:00,Delhi,IN,5,79.27,122.94,35.76,52.78,56.27,1495.36,6.76,36.48
2024-06-07T03:00:00+00:00,Delhi,IN,5,83.99,131.23,61.51,57.58,62.94,1642.23,10.73,36.98
2024-06-07T04:00:00+00:00,Delhi,IN,4,60.94,108.28,120.16,35.99,51.02,1028.06,4.81,23.31
2024-06-07T05:00:00+00:00,Delhi,IN,4,49.41,106,150.2,20.05,35.76,687.6,2.37,14.06
2024-06-07T06:00:00+00:00,Delhi,IN,4,43.45,100.83,158.79,13.54,27.42,527.38,1.58,10.13
2024-06-07T07:00:00+00:00,Delhi,IN,4,34.56,89.98,145.91,7.28,13.83,380.52,0.87,6.46
2024-06-07T08:00:00+00:00,Delhi,IN,4,32.09,86.09,143.05,7.2,12.28,363.83,0.84,5.57
2024-06-07T09:00:00+00:00,Delhi,IN,4,31.48,84.48,141.62,7.8,12.4,363.83,0.82,5.51
2024-06-07T10:00:00+00:00,Delhi,IN,3,30.97,83.26,138.76,8.65,12.52,363.83,0.77,5.57
2024-06-07T11:00:00+00:00,Delhi,IN,3,29.93,80.79,133.04,10.71,13.11,380.52,0.73,5.76
2024-06-07T12:00:00+00:00,Delhi,IN,3,29.21,79.3,127.32,13.19,13.71,400.54,0.53,6.02
2024-06-07T13:00:00+00:00,Delhi,IN,3,31.96,83.45,117.3,18.51,19.07,480.65,0.21,7.92
2024-06-07T14:00:00+00:00,Delhi,IN,3,35.74,88.41,108.72,20.91,23.6,560.76,0.01,10.64
2024-06-07T15:00:00+00:00,Delhi,IN,3,38.34,90.11,110.15,20.05,25.51,587.46,0,12.16
2024-06-07T16:00:00+00:00,Delhi,IN,3,40.58,92.21,111.58,20.39,28.61,607.49,0,13.3
2024-06-07T17:00:00+00:00,Delhi,IN,3,40.67,92.42,104.43,20.91,29.8,614.17,0,14.69
2024-06-07T18:00:00+00:00,Delhi,IN,3,39.73,89.1,97.27,20.22,28.61,574.11,0,15.07
2024-06-07T19:00:00+00:00,Delhi,IN,4,39.01,82.96,95.84,17.82,27.18,507.35,0,14.57
2024-06-07T20:00:00+00:00,Delhi,IN,3,39.97,79.6,92.98,15.42,26.23,487.33,0,14.95
2024-06-07T21:00:00+00:00,Delhi,IN,3,42.21,79.45,87.26,16.11,28.61,507.35,0,16.09
2024-06-07T22:00:00+00:00,Delhi,IN,3,44.75,81.21,80.11,17.48,31.47,540.73,0,17.48
2024-06-07T23:00:00+00:00,Delhi,IN,3,47.55,83.12,73.67,19.02,33.86,580.79,0,19.25
2024-06-08T00:00:00+00:00,Delhi,IN,4,51.5,86.14,67.95,21.76,37.19,640.87,0,21.03
2024-06-08T01:00:00+00:00,Delhi,IN,4,56.92,91.94,64.37,27.42,41.48,767.71,0.17,23.56
2024-06-08T02:00:00+00:00,Delhi,IN,4,64.04,104.32,67.95,34.62,45.3,988.01,2.35,26.6
2024-06-08T03:00:00+00:00,Delhi,IN,4,64.96,109.24,90.12,34.62,43.87,1028.06,4.41,25.84
2024-06-08T04:00:00+00:00,Delhi,IN,4,53.37,94.17,134.47,21.25,32.9,734.33,2.57,17.23
2024-06-08T05:00:00+00:00,Delhi,IN,4,47.3,86.68,161.65,13.71,25.51,580.79,1.54,12.54
2024-06-08T06:00:00+00:00,Delhi,IN,4,40.33,79,163.08,9.94,20.5,467.3,1.13,8.87
2024-06-08T07:00:00+00:00,Delhi,IN,4,31.77,65.42,145.91,5.74,11.32,353.81,0.69,5.51
2024-06-08T08:00:00+00:00,Delhi,IN,3,27.43,57.03,137.33,5.4,9.78,330.45,0.68,4.5
2024-06-08T09:00:00+00:00,Delhi,IN,3,25.06,52.8,131.61,5.65,9.42,323.77,0.71,4.24
2024-06-08T10:00:00+00:00,Delhi,IN,3,23.86,50.4,125.89,6,9.18,323.77,0.72,4.24
2024-06-08T11:00:00+00:00,Delhi,IN,3,23.66,49.04,123.02,7.28,9.66,333.79,0.75,4.43
2024-06-08T12:00:00+00:00,Delhi,IN,3,23.44,48.59,118.73,9,10.13,350.48,0.65,4.81
2024-06-08T13:00:00+00:00,Delhi,IN,3,27.84,55.58,104.43,19.54,18.84,527.38,0.54,7.98
2024-06-08T14:00:00+00:00,Delhi,IN,3,34.76,66.91,89.41,27.42,26.94,720.98,0.04,12.79
2024-06-08T15:00:00+00:00,Delhi,IN,3,39.07,73.86,82.97,28.1,29.33,801.09,0,16.09
2024-06-08T16:00:00+00:00,Delhi,IN,3,42.75,78.89,77.25,29.13,31.95,854.49,0,18.75
2024-06-08T17:00:00+00:00,Delhi,IN,3,45.3,82.2,70.1,30.16,33.86,894.55,0,20.77
2024-06-08T18:00:00+00:00,Delhi,IN,3,42.15,76.33,65.8,28.79,31.95,827.79,0,20.77
2024-06-08T19:00:00+00:00,Delhi,IN,3,35.18,63.96,69.38,23.99,27.66,667.57,0,19
2024-06-08T20:00:00+00:00,Delhi,IN,3,32.72,58.85,75.1,20.73,26.94,607.49,0,18.75
2024-06-08T21:00:00+00:00,Delhi,IN,3,32.45,57.58,75.1,19.36,27.89,600.81,0,19.25
2024-06-08T22:00:00+00:00,Delhi,IN,3,32.95,58.12,70.81,19.36,28.61,614.17,0,20.27
2024-06-08T23:00:00+00:00,Delhi,IN,3,34.41,60.59,63.66,20.73,30.04,647.54,0,21.28
2024-06-09T00:00:00+00:00,Delhi,IN,3,37.56,65.84,54.36,24.33,33.38,720.98,0,22.55
2024-06-09T01:00:00+00:00,Delhi,IN,3,45.01,78.19,43.63,32.9,39.58,907.9,0.45,25.84
2024-06-09T02:00:00+00:00,Delhi,IN,4,59.11,101.42,40.77,43.18,48.64,1281.74,5.7,31.16
2024-06-09T03:00:00+00:00,Delhi,IN,4,65.74,111.4,60.8,47.98,54.36,1428.6,9.72,32.42
2024-06-09T04:00:00+00:00,Delhi,IN,4,59.81,99.07,108.72,36.33,54.84,1054.76,5.7,28.12
2024-06-09T05:00:00+00:00,Delhi,IN,4,73.45,110.69,177.38,26.39,51.98,934.6,2.85,25.84
2024-06-09T06:00:00+00:00,Delhi,IN,5,80.54,115.21,228.88,17.48,43.39,781.06,1.44,21.53
2024-06-09T07:00:00+00:00,Delhi,IN,4,39.88,69.56,164.51,7.03,15.74,403.88,0.77,8.11
2024-06-09T08:00:00+00:00,Delhi,IN,3,29,59.54,138.76,6,11.32,340.46,0.78,4.62
2024-06-09T09:00:00+00:00,Delhi,IN,3,26.25,56.68,133.04,6.25,11.09,333.79,0.81,4.12
2024-06-09T10:00:00+00:00,Delhi,IN,3,24.41,53.92,128.75,6.68,10.85,333.79,0.82,3.99
2024-06-09T11:00:00+00:00,Delhi,IN,3,23.42,52.16,123.02,8.05,11.32,343.8,0.87,4.18
2024-06-09T12:00:00+00:00,Delhi,IN,3,22.91,51.71,117.3,10.11,11.92,360.49,0.78,4.5
2024-06-09T13:00:00+00:00,Delhi,IN,3,28.93,61.34,95.84,24.68,22.17,600.81,0.78,8.74
2024-06-09T14:00:00+00:00,Delhi,IN,3,38.79,76.94,72.24,37.36,33.38,894.55,0.07,15.07
2024-06-09T15:00:00+00:00,Delhi,IN,3,44.08,84.94,60.8,37.36,36.24,1014.71,0,19.25
2024-06-09T16:00:00+00:00,Delhi,IN,3,48.82,91.64,54.36,38.39,38.62,1108.17,0,22.55
2024-06-09T17:00:00+00:00,Delhi,IN,4,53.7,98.53,48.64,40.44,40.53,1214.98,0,24.57
2024-06-09T18:00:00+00:00,Delhi,IN,4,50.59,92.31,48.64,38.04,36.72,1134.87,0,22.55
2024-06-09T19:00:00+00:00,Delhi,IN,3,41.96,77.04,52.21,31.87,30.52,907.9,0,19
2024-06-09T20:00:00+00:00,Delhi,IN,3,39.27,71.2,53.64,28.45,30.99,807.76,0,18.75
2024-06-09T21:00:00+00:00,Delhi,IN,3,38.6,68.19,53.64,26.39,31.95,761.03,0,19.51
2024-06-09T22:00:00+00:00,Delhi,IN,3,38.16,65.28,52.93,25.02,32.42,741,0,20.01
2024-06-09T23:00:00+00:00,Delhi,IN,3,39.29,65.12,51.5,25.7,34.81,754.36,0,20.77
2024-06-10T00:00:00+00:00,Delhi,IN,3,42.16,68.57,45.78,29.82,39.1,834.47,0,22.55
2024-06-10T01:00:00+00:00,Delhi,IN,4,51.24,82.57,32.9,39.76,48.16,1081.47,0.8,27.87
2024-06-10T02:00:00+00:00,Delhi,IN,4,71.65,114.66,27.89,52.78,64.85,1615.52,9.83,36.98
2024-06-10T03:00:00+00:00,Delhi,IN,5,85.89,135.22,47.21,65.8,81.06,1949.31,16.99,40.53
2024-06-10T04:00:00+00:00,Delhi,IN,5,82.32,124.24,108.72,63.06,89.65,1655.58,10.28,35.97
2024-06-10T05:00:00+00:00,Delhi,IN,5,96.44,134.81,203.13,48.67,85.83,1415.25,4.81,33.44
2024-06-10T06:00:00+00:00,Delhi,IN,5,107.07,138.76,288.96,31.19,70.57,1121.52,2.12,28.88
2024-06-10T07:00:00+00:00,Delhi,IN,5,37.54,53.56,200.27,10.37,21.93,494,0.87,10.13
2024-06-10T08:00:00+00:00,Delhi,IN,4,23.08,37.46,165.94,8.48,14.31,387.19,0.75,6.52
2024-06-10T09:00:00+00:00,Delhi,IN,4,20.49,34.61,157.36,8.65,13.23,370.5,0.71,5.95
2024-06-10T10:00:00+00:00,Delhi,IN,4,19.51,33.49,153.06,8.91,12.52,363.83,0.68,5.76
2024-06-10T11:00:00+00:00,Delhi,IN,4,19.84,34.11,150.2,10.45,13.23,377.18,0.71,5.95
2024-06-10T12:00:00+00:00,Delhi,IN,4,20.23,34.76,147.34,12.34,14.19,393.87,0.62,6.21
2024-06-10T13:00:00+00:00,Delhi,IN,3,28.75,47.61,128.75,27.76,28.37,654.22,0.56,10.89
2024-06-10T14:00:00+00:00,Delhi,IN,3,39.2,63.4,110.15,36.67,40.53,907.9,0.04,16.97
2024-06-10T15:00:00+00:00,Delhi,IN,3,45.28,72.37,104.43,35.64,43.87,1001.36,0,20.27
2024-06-10T16:00:00+00:00,Delhi,IN,4,52.04,82.38,98.71,38.04,48.16,1134.87,0,23.56
2024-06-10T17:00:00+00:00,Delhi,IN,4,58.31,92.02,90.12,40.78,50.54,1281.74,0,26.6
2024-06-10T18:00:00+00:00,Delhi,IN,4,54.2,85.39,82.97,39.07,45.3,1201.63,0,25.08
2024-06-10T19:00:00+00:00,Delhi,IN,3,43.71,68.36,79.39,32.9,36.72,961.3,0,21.28
2024-06-10T20:00:00+00:00,Delhi,IN,3,40.67,62.76,76.53,28.79,34.81,854.49,0,21.03
2024-06-10T21:00:00+00:00,Delhi,IN,3,41.83,63.74,71.53,27.42,36.72,841.14,0,22.29
2024-06-10T22:00:00+00:00,Delhi,IN,3,44.19,66.68,66.52,28.1,39.1,867.84,0,23.31
2024-06-10T23:00:00+00:00,Delhi,IN,3,47.58,71.12,56.51,30.16,41.96,921.25,0,24.57
2024-06-11T00:00:00+00:00,Delhi,IN,4,51.87,76.76,41.48,35.99,44.82,1028.06,0,26.35
2024-06-11T01:00:00+00:00,Delhi,IN,4,63.58,95.06,22.17,48.67,52.93,1335.14,1.96,31.16
2024-06-11T02:00:00+00:00,Delhi,IN,5,88.41,134.45,19.85,61.01,69.62,2002.72,16.99,40.02
2024-06-11T03:00:00+00:00,Delhi,IN,5,102.29,155.48,41.13,75.4,83.92,2376.56,24.14,42.05
2024-06-11T04:00:00+00:00,Delhi,IN,5,90.26,134.46,108.72,68.55,93.46,1815.8,11.4,33.44
2024-06-11T05:00:00+00:00,Delhi,IN,5,106.24,147.01,208.85,51.41,89.65,1522.06,4.97,29.64
2024-06-11T06:00:00+00:00,Delhi,IN,5,119.59,154.97,300.41,32.56,77.25,1161.58,2.15,25.33
2024-06-11T07:00:00+00:00,Delhi,IN,5,43.14,62.91,208.85,10.37,25.75,480.65,0.94,8.99
2024-06-11T08:00:00+00:00,Delhi,IN,4,26.7,42.97,178.81,8.14,15.97,383.85,0.88,6.21
2024-06-11T09:00:00+00:00,Delhi,IN,4,23.99,39.18,173.09,8.4,14.54,373.84,0.89,5.89
2024-06-11T10:00:00+00:00,Delhi,IN,4,22.65,37.22,168.8,9.08,14.31,373.84,0.89,5.83
