date,city,country,aqi,pm25,pm10,o3,no2,so2,co,no,nh3,aqi_cpcb,aqi_category
2024-02-01T19:00:00+00:00,Delhi,IN,5.0,145.32,169.51,0.38,49.35,27.18,1789.09,11.96,7.98,400,Very Poor
2024-02-01T20:00:00+00:00,Delhi,IN,5.0,160.09,185.22,0.02,43.18,26.46,2056.12,20.56,8.36,400,Very Poor
2024-02-01T21:00:00+00:00,Delhi,IN,5.0,172.42,197.08,0.01,38.39,27.66,2189.64,22.8,8.99,400,Very Poor
2024-02-01T22:00:00+00:00,Delhi,IN,5.0,180.44,204.4,0.0,33.93,29.8,2243.04,24.14,10.01,400,Very Poor
2024-02-01T23:00:00+00:00,Delhi,IN,5.0,187.1,210.85,0.0,30.85,32.9,2296.45,27.94,11.15,400,Very Poor
2024-02-02T00:00:00+00:00,Delhi,IN,5.0,201.01,225.27,0.0,30.16,39.1,2510.07,36.66,13.68,400,Very Poor
2024-02-02T01:00:00+00:00,Delhi,IN,5.0,238.95,269.05,0.0,31.87,51.02,3124.24,57.22,20.52,400,Very Poor
2024-02-02T02:00:00+00:00,Delhi,IN,5.0,329.12,375.13,0.0,37.7,70.57,4592.9,106.39,31.16,400,Very Poor
2024-02-02T03:00:00+00:00,Delhi,IN,5.0,378.53,432.75,0.03,44.55,82.97,5554.2,148.42,34.45,400,Very Poor
2024-02-02T04:00:00+00:00,Delhi,IN,5.0,344.69,399.99,0.55,50.04,86.78,5180.36,137.69,30.4,400,Very Poor
2024-02-02T05:00:00+00:00,Delhi,IN,5.0,333.95,406.18,3.49,56.89,87.74,5073.55,125.17,27.87,400,Very Poor
2024-02-02T06:00:00+00:00,Delhi,IN,5.0,295.57,371.89,15.74,75.4,87.74,4272.46,82.25,22.8,400,Very Poor
2024-02-02T07:00:00+00:00,Delhi,IN,5.0,181.99,218.74,72.96,55.52,91.55,1708.98,17.66,5.76,400,Very Poor
2024-02-02T08:00:00+00:00,Delhi,IN,5.0,143.0,168.28,103.0,38.39,71.53,1148.22,8.16,4.56,400,Very Poor
2024-02-02T09:00:00+00:00,Delhi,IN,5.0,135.74,158.63,115.87,32.9,61.99,1014.71,5.81,5.64,400,Very Poor
2024-02-02T10:00:00+00:00,Delhi,IN,5.0,141.62,165.57,115.87,35.99,57.7,1094.82,5.25,8.36,400,Very Poor
2024-02-02T11:00:00+00:00,Delhi,IN,5.0,150.87,177.49,94.41,49.35,57.7,1321.79,5.42,12.67,400,Very Poor
2024-02-02T12:00:00+00:00,Delhi,IN,5.0,152.8,180.99,62.23,67.86,55.79,1535.42,2.93,16.97,400,Very Poor
2024-02-02T13:00:00+00:00,Delhi,IN,5.0,159.63,192.02,31.11,82.94,54.36,1815.8,0.24,22.8,400,Very Poor
2024-02-02T14:00:00+00:00,Delhi,IN,5.0,172.77,212.05,17.52,82.94,51.02,2056.12,0.55,28.63,400,Very Poor
2024-02-02T15:00:00+00:00,Delhi,IN,5.0,177.6,219.69,17.34,73.34,44.82,2082.82,0.53,28.12,400,Very Poor
2024-02-02T16:00:00+00:00,Delhi,IN,5.0,176.38,217.26,21.46,65.8,40.05,2029.42,0.27,23.56,400,Very Poor
2024-02-02T17:00:00+00:00,Delhi,IN,5.0,169.78,208.67,26.11,59.63,36.72,1922.61,0.13,18.75,400,Very Poor
2024-02-02T18:00:00+00:00,Delhi,IN,5.0,149.6,181.98,33.62,51.41,30.99,1655.58,0.04,12.67,400,Very Poor
2024-02-02T19:00:00+00:00,Delhi,IN,5.0,125.09,147.72,44.7,38.39,24.08,1281.74,0.01,7.47,400,Very Poor
2024-02-02T20:00:00+00:00,Delhi,IN,5.0,114.17,131.55,52.93,27.76,19.55,1068.12,0.0,5.45,400,Very Poor
2024-02-02T21:00:00+00:00,Delhi,IN,5.0,109.29,124.46,54.36,23.99,18.84,988.01,0.0,4.88,400,Very Poor
2024-02-02T22:00:00+00:00,Delhi,IN,5.0,106.56,120.97,52.93,23.31,19.07,974.66,0.0,4.75,400,Very Poor
2024-02-02T23:00:00+00:00,Delhi,IN,5.0,106.24,120.56,50.07,24.68,20.03,1001.36,0.0,5.0,400,Very Poor
2024-02-03T00:00:00+00:00,Delhi,IN,5.0,108.57,123.6,44.7,28.1,22.17,1068.12,0.01,5.64,400,Very Poor
2024-02-03T01:00:00+00:00,Delhi,IN,5.0,119.31,138.24,34.33,38.39,26.94,1281.74,0.08,8.04,400,Very Poor
2024-02-03T02:00:00+00:00,Delhi,IN,5.0,146.35,175.66,11.8,59.63,34.81,1789.09,2.65,12.92,400,Very Poor
2024-02-03T03:00:00+00:00,Delhi,IN,5.0,173.67,213.65,2.44,65.8,40.53,2376.56,20.12,16.97,400,Very Poor
2024-02-03T04:00:00+00:00,Delhi,IN,5.0,192.28,239.25,10.1,58.26,46.25,2777.1,40.68,21.03,400,Very Poor
2024-02-03T05:00:00+00:00,Delhi,IN,5.0,198.73,248.49,20.56,58.26,53.41,2803.8,41.13,25.33,400,Very Poor
2024-02-03T06:00:00+00:00,Delhi,IN,5.0,183.91,227.59,43.99,60.32,62.94,2429.96,27.72,24.32,400,Very Poor
2024-02-03T07:00:00+00:00,Delhi,IN,5.0,129.85,156.78,72.96,54.15,74.39,1602.17,12.63,17.99,400,Very Poor
2024-02-03T08:00:00+00:00,Delhi,IN,5.0,125.03,149.94,75.82,58.95,83.92,1508.71,10.28,17.99,400,Very Poor
2024-02-03T09:00:00+00:00,Delhi,IN,5.0,130.56,157.23,67.95,71.29,103.95,1628.88,11.29,20.01,400,Very Poor
2024-02-03T10:00:00+00:00,Delhi,IN,5.0,155.67,192.25,33.26,101.45,118.26,2216.34,14.98,26.6,400,Very Poor
2024-02-03T11:00:00+00:00,Delhi,IN,5.0,202.15,256.06,6.97,127.49,135.42,3311.16,42.02,42.05,400,Very Poor
2024-02-03T12:00:00+00:00,Delhi,IN,5.0,247.14,317.97,0.88,145.32,160.22,4432.68,89.41,59.28,400,Very Poor
2024-02-03T13:00:00+00:00,Delhi,IN,5.0,312.25,403.79,0.02,159.03,196.46,5767.82,139.47,83.09,400,Very Poor
2024-02-03T14:00:00+00:00,Delhi,IN,5.0,400.84,517.82,0.0,165.88,236.51,7049.56,173.45,112.47,400,Very Poor
2024-02-03T15:00:00+00:00,Delhi,IN,5.0,479.88,614.11,0.0,169.99,267.03,8010.86,189.54,137.81,400,Very Poor
2024-02-03T16:00:00+00:00,Delhi,IN,5.0,530.31,666.96,0.0,167.25,274.66,8331.3,185.97,151.99,400,Very Poor
2024-02-03T17:00:00+00:00,Delhi,IN,5.0,517.89,645.61,0.0,153.54,247.96,7904.05,164.51,151.99,400,Very Poor
2024-02-03T18:00:00+00:00,Delhi,IN,5.0,427.36,533.81,0.0,126.12,181.2,6408.69,128.75,122.61,400,Very Poor
2024-02-03T19:00:00+00:00,Delhi,IN,5.0,283.46,351.55,0.0,93.22,82.97,4325.87,84.04,58.26,400,Very Poor
2024-02-03T20:00:00+00:00,Delhi,IN,5.0,204.61,248.28,0.0,69.92,41.48,3070.83,53.2,27.87,400,Very Poor
2024-02-03T21:00:00+00:00,Delhi,IN,5.0,178.75,212.46,0.0,57.58,30.28,2616.88,38.89,17.99,400,Very Poor
2024-02-03T22:00:00+00:00,Delhi,IN,5.0,179.09,209.54,0.0,52.09,28.13,2536.77,34.87,13.81,400,Very Poor
2024-02-03T23:00:00+00:00,Delhi,IN,5.0,182.35,211.67,0.0,47.98,28.61,2563.48,33.97,11.91,400,Very Poor
2024-02-04T00:00:00+00:00,Delhi,IN,5.0,182.44,212.04,0.0,43.53,29.8,2536.77,34.87,11.78,400,Very Poor
2024-02-04T01:00:00+00:00,Delhi,IN,5.0,199.24,235.42,0.0,41.13,35.29,2830.51,45.6,14.95,400,Very Poor
2024-02-04T02:00:00+00:00,Delhi,IN,5.0,252.23,304.0,0.0,42.5,45.78,3845.21,77.78,19.51,400,Very Poor
2024-02-04T03:00:00+00:00,Delhi,IN,5.0,294.55,355.4,0.08,47.3,51.98,4806.52,113.55,20.27,400,Very Poor
2024-02-04T04:00:00+00:00,Delhi,IN,5.0,252.15,307.89,1.1,53.47,50.54,4379.27,95.67,17.73,400,Very Poor
2024-02-04T05:00:00+00:00,Delhi,IN,5.0,211.68,266.6,4.69,56.89,49.59,3791.81,71.53,18.75,400,Very Poor
2024-02-04T06:00:00+00:00,Delhi,IN,5.0,172.28,218.93,16.09,62.38,52.45,3017.43,42.92,17.99,400,Very Poor
2024-02-04T07:00:00+00:00,Delhi,IN,5.0,110.81,131.81,47.21,52.78,60.56,1642.23,13.86,11.65,400,Very Poor
2024-02-04T08:00:00+00:00,Delhi,IN,5.0,94.36,108.08,56.51,43.53,48.16,1295.09,7.26,9.88,400,Very Poor
2024-02-04T09:00:00+00:00,Delhi,IN,5.0,85.59,95.39,64.37,36.67,37.67,1054.76,3.46,8.61,400,Very Poor
2024-02-04T10:00:00+00:00,Delhi,IN,5.0,97.29,109.73,52.93,44.55,31.47,1214.98,4.41,9.5,400,Very Poor
2024-02-04T11:00:00+00:00,Delhi,IN,5.0,121.1,140.45,28.25,61.69,31.95,1708.98,11.4,11.53,400,Very Poor
2024-02-04T12:00:00+00:00,Delhi,IN,5.0,140.39,167.07,6.71,75.4,36.72,2216.34,25.03,14.69,400,Very Poor
2024-02-04T13:00:00+00:00,Delhi,IN,5.0,164.53,200.34,0.12,74.71,43.87,2777.1,42.92,18.24,400,Very Poor
2024-02-04T14:00:00+00:00,Delhi,IN,5.0,169.37,208.31,0.0,70.6,43.39,2857.21,35.76,16.09,400,Very Poor
2024-02-04T15:00:00+00:00,Delhi,IN,5.0,136.77,169.86,1.32,66.49,36.72,2269.74,13.52,12.16,400,Very Poor
2024-02-04T16:00:00+00:00,Delhi,IN,5.0,103.92,128.03,14.31,53.47,29.33,1575.47,0.58,10.01,400,Very Poor
2024-02-04T17:00:00+00:00,Delhi,IN,5.0,115.66,140.63,12.7,50.72,26.94,1615.52,0.74,10.26,400,Very Poor
2024-02-04T18:00:00+00:00,Delhi,IN,5.0,123.97,145.56,5.41,52.09,25.51,1655.58,2.18,9.12,400,Very Poor
2024-02-04T19:00:00+00:00,Delhi,IN,5.0,124.9,142.43,1.37,47.98,23.13,1628.88,5.59,7.66,400,Very Poor
2024-02-04T20:00:00+00:00,Delhi,IN,5.0,134.57,152.26,0.11,41.13,25.03,1735.69,11.96,8.49,400,Very Poor
2024-02-04T21:00:00+00:00,Delhi,IN,5.0,140.99,158.88,0.02,35.3,25.51,1815.8,15.65,8.74,400,Very Poor
2024-02-04T22:00:00+00:00,Delhi,IN,5.0,151.34,170.46,0.0,32.22,27.89,1949.31,20.56,9.12,400,Very Poor
2024-02-04T23:00:00+00:00,Delhi,IN,5.0,167.66,187.44,0.0,30.85,32.42,2136.23,28.61,8.99,400,Very Poor
2024-02-05T00:00:00+00:00,Delhi,IN,5.0,186.0,204.53,0.0,32.56,39.1,2376.56,38.44,9.25,400,Very Poor
2024-02-05T01:00:00+00:00,Delhi,IN,5.0,186.59,204.14,0.0,41.47,55.79,2616.88,44.26,12.03,400,Very Poor
2024-02-05T02:00:00+00:00,Delhi,IN,5.0,192.91,218.69,0.0,43.87,64.85,3177.64,58.11,17.48,400,Very Poor
2024-02-05T03:00:00+00:00,Delhi,IN,5.0,177.04,208.3,0.0,42.16,71.53,3284.45,66.16,20.01,400,Very Poor
2024-02-05T04:00:00+00:00,Delhi,IN,5.0,113.62,139.4,2.39,47.3,69.62,2216.34,34.87,15.71,400,Very Poor
2024-02-05T05:00:00+00:00,Delhi,IN,5.0,89.01,112.94,15.02,47.3,69.62,1695.63,21.9,13.55,400,Very Poor
2024-02-05T06:00:00+00:00,Delhi,IN,5.0,78.21,99.3,34.33,45.93,71.53,1428.6,19.45,11.53,400,Very Poor
2024-02-05T07:00:00+00:00,Delhi,IN,4.0,72.59,91.66,61.51,42.84,68.66,1201.63,15.65,9.5,250,Poor
2024-02-05T08:00:00+00:00,Delhi,IN,4.0,74.27,92.46,85.12,41.81,68.66,1081.47,11.06,8.23,250,Poor
2024-02-05T09:00:00+00:00,Delhi,IN,5.0,75.42,92.16,105.86,38.04,64.85,1001.36,7.49,7.6,400,Very Poor
2024-02-05T10:00:00+00:00,Delhi,IN,5.0,99.86,122.13,101.57,50.04,67.71,1335.14,8.27,12.67,400,Very Poor
2024-02-05T11:00:00+00:00,Delhi,IN,5.0,139.72,173.01,74.39,78.14,73.43,2002.72,11.29,20.27,400,Very Poor
2024-02-05T12:00:00+00:00,Delhi,IN,5.0,157.51,199.57,31.47,109.67,70.57,2536.77,11.73,26.09,400,Very Poor
2024-02-05T13:00:00+00:00,Delhi,IN,5.0,177.17,229.97,1.3,122.01,68.66,3097.53,19.0,33.44,400,Very Poor
2024-02-05T14:00:00+00:00,Delhi,IN,5.0,213.26,281.99,0.01,106.93,63.9,3578.19,31.29,37.49,400,Very Poor
2024-02-05T15:00:00+00:00,Delhi,IN,5.0,245.33,323.8,0.01,91.85,56.74,3685.0,31.29,32.17,400,Very Poor
2024-02-05T16:00:00+00:00,Delhi,IN,5.0,257.63,336.54,0.02,80.2,49.59,3524.78,26.6,24.57,400,Very Poor
2024-02-05T17:00:00+00:00,Delhi,IN,5.0,238.27,311.37,0.08,71.97,43.87,3177.64,20.34,18.75,400,Very Poor
2024-02-05T18:00:00+00:00,Delhi,IN,5.0,182.38,239.08,0.73,64.43,35.29,2429.96,11.06,12.16,400,Very Poor
2024-02-05T19:00:00+00:00,Delhi,IN,5.0,124.09,161.71,4.74,55.52,27.42,1668.93,2.68,7.35,400,Very Poor
2024-02-05T20:00:00+00:00,Delhi,IN,5.0,104.01,132.59,10.64,47.3,25.75,1375.2,0.78,6.14,400,Very Poor
2024-02-05T21:00:00+00:00,Delhi,IN,5.0,98.16,122.83,15.38,42.16,25.51,1255.04,0.34,5.76,400,Very Poor
2024-02-05T22:00:00+00:00,Delhi,IN,5.0,98.2,121.69,17.7,39.07,25.27,1201.63,0.25,5.64,400,Very Poor
2024-02-05T23:00:00+00:00,Delhi,IN,5.0,102.69,126.35,15.91,39.07,25.99,1214.98,0.37,5.83,400,Very Poor
2024-02-06T00:00:00+00:00,Delhi,IN,5.0,111.36,136.82,9.66,42.84,28.37,1308.44,1.23,6.52,400,Very Poor
2024-02-06T01:00:00+00:00,Delhi,IN,5.0,133.5,165.46,2.08,47.3,34.33,1655.58,8.38,9.63,400,Very Poor
2024-02-06T02:00:00+00:00,Delhi,IN,5.0,177.34,224.25,0.04,50.04,45.78,2403.26,31.29,15.2,400,Very Poor
2024-02-06T03:00:00+00:00,Delhi,IN,5.0,206.67,264.88,1.97,52.78,54.36,3044.13,55.43,18.49,400,Very Poor
2024-02-06T04:00:00+00:00,Delhi,IN,5.0,217.74,278.89,9.3,54.84,63.9,3257.75,65.27,20.52,400,Very Poor
2024-02-06T05:00:00+00:00,Delhi,IN,5.0,217.95,277.34,23.25,63.75,74.39,3124.24,52.3,24.32,400,Very Poor
2024-02-06T06:00:00+00:00,Delhi,IN,5.0,196.56,246.33,52.21,67.86,86.78,2536.77,30.85,25.08,400,Very Poor
2024-02-06T07:00:00+00:00,Delhi,IN,4.0,67.49,84.9,115.87,28.79,47.68,907.9,6.31,9.12,250,Poor
2024-02-06T08:00:00+00:00,Delhi,IN,3.0,47.54,59.66,130.18,18.85,32.42,674.25,3.58,7.28,150,Moderate
2024-02-06T09:00:00+00:00,Delhi,IN,3.0,45.92,57.29,134.47,18.34,30.52,654.22,3.13,7.85,150,Moderate
2024-02-06T10:00:00+00:00,Delhi,IN,4.0,56.92,71.69,120.16,29.47,39.58,867.84,4.64,11.4,250,Poor
2024-02-06T11:00:00+00:00,Delhi,IN,5.0,77.78,99.11,91.55,50.72,50.54,1268.39,7.04,16.72,400,Very Poor
2024-02-06T12:00:00+00:00,Delhi,IN,5.0,92.63,119.27,56.51,76.09,54.36,1628.88,5.64,21.28,400,Very Poor
2024-02-06T13:00:00+00:00,Delhi,IN,5.0,122.08,160.07,12.7,104.19,58.17,2216.34,3.8,29.39,400,Very Poor
2024-02-06T14:00:00+00:00,Delhi,IN,5.0,170.25,226.32,0.35,100.08,59.13,2910.61,16.99,39.52,400,Very Poor
2024-02-06T15:00:00+00:00,Delhi,IN,5.0,206.77,274.4,0.06,89.11,55.31,3231.05,23.02,41.54,400,Very Poor
2024-02-06T16:00:00+00:00,Delhi,IN,5.0,222.95,293.34,0.08,81.57,50.54,3257.75,21.23,33.94,400,Very Poor
2024-02-06T17:00:00+00:00,Delhi,IN,5.0,216.86,283.6,0.35,78.14,46.25,3017.43,14.98,26.85,400,Very Poor
2024-02-06T18:00:00+00:00,Delhi,IN,5.0,177.21,229.21,4.34,73.34,37.19,2429.96,5.25,17.73,400,Very Poor
2024-02-06T19:00:00+00:00,Delhi,IN,5.0,128.28,161.84,23.96,56.21,28.61,1695.63,0.22,10.51,400,Very Poor
2024-02-06T20:00:00+00:00,Delhi,IN,5.0,109.37,134.87,41.13,42.16,26.46,1361.85,0.01,8.87,400,Very Poor
2024-02-06T21:00:00+00:00,Delhi,IN,5.0,104.51,127.45,47.92,36.67,26.46,1255.04,0.0,8.61,400,Very Poor
2024-02-06T22:00:00+00:00,Delhi,IN,5.0,104.25,126.7,49.35,34.27,26.46,1214.98,0.0,8.49,400,Very Poor
2024-02-06T23:00:00+00:00,Delhi,IN,5.0,107.92,130.57,47.92,34.62,27.18,1241.68,0.0,8.36,400,Very Poor
2024-02-07T00:00:00+00:00,Delhi,IN,5.0,118.41,142.75,43.27,40.1,30.52,1348.5,0.01,8.61,400,Very Poor
2024-02-07T01:00:00+00:00,Delhi,IN,5.0,142.75,173.9,29.68,56.21,38.62,1695.63,0.26,11.78,400,Very Poor
2024-02-07T02:00:00+00:00,Delhi,IN,5.0,183.69,228.17,7.51,82.25,50.07,2376.56,5.14,18.24,400,Very Poor
2024-02-07T03:00:00+00:00,Delhi,IN,5.0,192.98,242.08,7.78,85.0,57.7,2670.29,17.88,21.28,400,Very Poor
2024-02-07T04:00:00+00:00,Delhi,IN,5.0,177.04,221.86,40.77,63.06,63.9,2376.56,26.38,23.05,400,Very Poor
2024-02-07T05:00:00+00:00,Delhi,IN,5.0,166.53,209.41,59.37,56.21,66.76,2109.53,21.23,25.08,400,Very Poor
2024-02-07T06:00:00+00:00,Delhi,IN,5.0,147.74,183.14,85.83,47.3,63.9,1708.98,13.86,22.29,400,Very Poor
2024-02-07T07:00:00+00:00,Delhi,IN,5.0,95.09,114.65,133.04,26.73,43.39,1014.71,4.97,13.05,400,Very Poor
2024-02-07T08:00:00+00:00,Delhi,IN,5.0,80.09,95.26,150.2,19.19,32.42,854.49,3.1,11.02,400,Very Poor
2024-02-07T09:00:00+00:00,Delhi,IN,4.0,70.58,83.77,151.63,16.62,28.13,781.06,2.46,10.64,250,Poor
2024-02-07T10:00:00+00:00,Delhi,IN,4.0,66.5,79.0,143.05,17.82,27.66,774.38,2.26,11.02,250,Poor
2024-02-07T11:00:00+00:00,Delhi,IN,4.0,72.74,86.69,127.32,27.08,33.38,894.55,2.43,13.17,250,Poor
2024-02-07T12:00:00+00:00,Delhi,IN,5.0,80.1,96.06,107.29,38.39,37.19,1041.41,1.17,15.71,400,Very Poor
2024-02-07T13:00:00+00:00,Delhi,IN,5.0,93.99,114.4,85.12,48.67,41.96,1255.04,0.04,20.01,400,Very Poor
2024-02-07T14:00:00+00:00,Delhi,IN,5.0,108.5,134.2,74.39,50.04,43.39,1415.25,0.0,24.32,400,Very Poor
2024-02-07T15:00:00+00:00,Delhi,IN,5.0,116.61,144.41,74.39,46.61,41.48,1441.96,0.0,26.6,400,Very Poor
2024-02-07T16:00:00+00:00,Delhi,IN,5.0,122.18,150.05,74.39,43.87,39.58,1441.96,0.0,26.6,400,Very Poor
2024-02-07T17:00:00+00:00,Delhi,IN,5.0,122.94,149.95,72.96,42.16,37.19,1401.9,0.0,24.57,400,Very Poor
2024-02-07T18:00:00+00:00,Delhi,IN,5.0,112.55,135.23,71.53,38.04,31.95,1241.68,0.0,19.76,400,Very Poor
2024-02-07T19:00:00+00:00,Delhi,IN,5.0,97.22,114.26,72.24,31.87,26.23,1014.71,0.0,14.69,400,Very Poor
2024-02-07T20:00:00+00:00,Delhi,IN,5.0,92.04,107.32,70.1,28.1,25.75,921.25,0.0,13.05,400,Very Poor
2024-02-07T21:00:00+00:00,Delhi,IN,5.0,91.03,105.82,67.23,26.39,26.46,894.55,0.0,12.16,400,Very Poor
2024-02-07T22:00:00+00:00,Delhi,IN,5.0,90.14,104.56,65.8,25.02,26.23,881.2,0.0,11.27,400,Very Poor
2024-02-07T23:00:00+00:00,Delhi,IN,5.0,88.91,-9999.0,64.37,24.33,25.99,867.84,0.0,10.89,400,Very Poor
2024-02-08T00:00:00+00:00,Delhi,IN,5.0,88.54,102.54,61.51,25.7,27.18,881.2,0.0,10.77,400,Very Poor
2024-02-08T01:00:00+00:00,Delhi,IN,5.0,91.81,107.76,55.79,30.85,30.52,988.01,0.0,12.54,400,Very Poor
2024-02-08T02:00:00+00:00,Delhi,IN,5.0,97.78,117.84,45.06,41.47,35.76,1188.28,0.04,15.83,400,Very Poor
2024-02-08T03:00:00+00:00,Delhi,IN,5.0,90.4,111.43,44.35,43.87,37.67,1214.98,2.15,16.72,400,Very Poor
2024-02-08T04:00:00+00:00,Delhi,IN,5.0,77.18,96.92,60.8,33.59,39.1,1081.47,6.31,16.09,400,Very Poor
2024-02-08T05:00:00+00:00,Delhi,IN,4.0,71.2,90.36,72.96,27.76,40.53,1001.36,7.26,15.96,250,Poor
2024-02-08T06:00:00+00:00,Delhi,IN,4.0,66.41,83.65,92.98,23.65,40.05,894.55,5.98,14.19,250,Poor
2024-02-08T07:00:00+00:00,Delhi,IN,4.0,51.36,63.74,125.89,15.94,29.56,694.27,3.21,10.13,250,Poor
2024-02-08T08:00:00+00:00,Delhi,IN,3.0,48.64,59.68,137.33,14.91,27.42,654.22,2.49,9.25,150,Moderate
2024-02-08T09:00:00+00:00,Delhi,IN,4.0,50.14,61.24,143.05,15.77,28.37,654.22,2.01,9.37,250,Poor
2024-02-08T10:00:00+00:00,Delhi,IN,4.0,53.63,65.64,144.48,18.34,30.52,694.27,1.77,10.13,250,Poor
2024-02-08T11:00:00+00:00,Delhi,IN,4.0,58.9,72.42,137.33,24.68,33.86,781.06,1.9,11.65,250,Poor
2024-02-08T12:00:00+00:00,Delhi,IN,4.0,61.4,76.32,121.59,33.24,34.81,867.84,1.15,13.17,250,Poor
2024-02-08T13:00:00+00:00,Delhi,IN,4.0,67.13,85.19,103.0,40.78,37.19,1014.71,0.06,16.21,250,Poor
2024-02-08T14:00:00+00:00,Delhi,IN,5.0,75.7,98.06,87.98,43.53,38.15,1148.22,0.0,20.27,400,Very Poor
2024-02-08T15:00:00+00:00,Delhi,IN,5.0,78.21,103.2,79.39,41.47,35.76,1174.93,0.0,22.8,400,Very Poor
2024-02-08T16:00:00+00:00,Delhi,IN,5.0,77.52,103.55,72.96,40.1,33.86,1174.93,0.0,24.07,400,Very Poor
2024-02-08T17:00:00+00:00,Delhi,IN,5.0,75.08,101.7,68.66,38.73,31.95,1161.58,0.0,23.81,400,Very Poor
2024-02-08T18:00:00+00:00,Delhi,IN,4.0,65.91,89.96,68.66,35.3,27.66,1041.41,0.0,20.52,250,Poor
2024-02-08T19:00:00+00:00,Delhi,IN,4.0,54.99,74.62,72.24,29.47,23.37,854.49,0.0,16.72,250,Poor
2024-02-08T20:00:00+00:00,Delhi,IN,4.0,52.61,71.02,74.39,25.36,22.65,774.38,0.0,15.58,250,Poor
2024-02-08T21:00:00+00:00,Delhi,IN,4.0,52.66,70.49,73.67,23.65,22.89,747.68,0.0,14.95,250,Poor
2024-02-08T22:00:00+00:00,Delhi,IN,4.0,53.04,70.63,70.81,22.96,22.65,741.0,0.0,14.06,250,Poor
2024-02-08T23:00:00+00:00,Delhi,IN,4.0,54.59,72.65,65.8,23.65,22.65,754.36,0.0,12.67,250,Poor
2024-02-09T00:00:00+00:00,Delhi,IN,4.0,58.43,77.77,58.65,26.73,24.32,814.44,0.0,11.4,250,Poor
2024-02-09T01:00:00+00:00,Delhi,IN,4.0,72.83,97.29,41.48,38.39,29.09,1054.76,0.06,12.41,250,Poor
2024-02-09T02:00:00+00:00,Delhi,IN,5.0,108.91,146.18,10.19,62.38,38.62,1708.98,4.92,17.99,400,Very Poor
2024-02-09T03:00:00+00:00,Delhi,IN,5.0,145.45,195.53,4.43,63.06,47.68,2456.67,33.97,23.05,400,Very Poor
2024-02-09T04:00:00+00:00,Delhi,IN,5.0,178.49,239.16,11.8,60.32,58.65,3017.43,59.01,28.63,400,Very Poor
2024-02-09T05:00:00+00:00,Delhi,IN,5.0,197.68,262.78,22.35,67.17,71.53,3177.64,59.01,34.45,400,Very Poor
2024-02-09T06:00:00+00:00,Delhi,IN,5.0,195.02,255.45,43.63,76.09,86.78,2857.21,41.57,33.44,400,Very Poor
2024-02-09T07:00:00+00:00,Delhi,IN,5.0,124.78,162.17,94.41,57.58,84.88,1615.52,15.2,19.76,400,Very Poor
2024-02-09T08:00:00+00:00,Delhi,IN,5.0,113.04,144.61,123.02,47.3,77.25,1281.74,9.39,15.33,400,Very Poor
2024-02-09T09:00:00+00:00,Delhi,IN,5.0,119.26,149.55,141.62,45.24,77.25,1214.98,7.1,14.44,400,Very Poor
2024-02-09T10:00:00+00:00,Delhi,IN,5.0,165.27,208.13,105.86,74.71,78.2,2002.72,13.08,22.55,400,Very Poor
2024-02-09T11:00:00+00:00,Delhi,IN,5.0,241.01,306.46,45.78,123.38,83.92,3471.37,33.53,34.96,400,Very Poor
2024-02-09T12:00:00+00:00,Delhi,IN,5.0,307.47,394.33,8.49,153.54,95.37,5020.14,78.68,48.64,400,Very Poor
2024-02-09T13:00:00+00:00,Delhi,IN,5.0,394.65,509.22,0.16,157.65,122.07,6675.72,135.9,70.93,400,Very Poor
2024-02-09T14:00:00+00:00,Delhi,IN,5.0,487.57,632.76,0.0,152.17,135.42,7904.05,159.14,87.14,400,Very Poor
2024-02-09T15:00:00+00:00,Delhi,IN,5.0,555.97,723.33,0.0,148.06,133.51,8438.11,157.36,92.21,400,Very Poor
2024-02-09T16:00:00+00:00,Delhi,IN,5.0,621.41,801.69,0.0,148.06,127.79,8972.17,157.36,94.23,400,Very Poor
2024-02-09T17:00:00+00:00,Delhi,IN,5.0,677.85,865.53,0.0,145.32,119.21,9399.41,157.36,91.2,400,Very Poor
2024-02-09T18:00:00+00:00,Delhi,IN,5.0,661.08,841.25,0.0,138.46,99.18,8972.17,141.26,76.0,400,Very Poor
2024-02-09T19:00:00+00:00,Delhi,IN,5.0,568.93,728.56,0.0,128.87,74.39,7583.62,111.76,52.69,400,Very Poor
2024-02-09T20:00:00+00:00,Delhi,IN,5.0,498.52,641.49,0.0,119.27,60.08,6301.88,84.94,39.52,400,Very Poor
2024-02-09T21:00:00+00:00,Delhi,IN,5.0,460.5,594.27,0.0,109.67,54.84,5554.2,70.63,33.44,400,Very Poor
2024-02-09T22:00:00+00:00,Delhi,IN,5.0,434.52,564.69,0.0,102.82,54.84,5020.14,60.8,32.93,400,Very Poor
2024-02-09T23:00:00+00:00,Delhi,IN,5.0,406.45,534.93,0.0,97.33,60.08,4486.08,53.2,38.0,400,Very Poor
2024-02-10T00:00:00+00:00,Delhi,IN,5.0,383.67,506.74,0.0,91.85,75.34,4058.84,49.62,55.22,400,Very Poor
2024-02-10T01:00:00+00:00,Delhi,IN,5.0,380.81,498.64,0.0,84.31,93.46,3952.03,55.88,82.08,400,Very Poor
2024-02-10T02:00:00+00:00,Delhi,IN,5.0,427.69,549.47,0.0,78.83,98.23,4699.71,85.83,89.17,400,Very Poor
